6 6
1.66667
16 32
1 0.172657
1 0.5
0.7
0.5 1 1 1
-1.2 0
-0.35868 0.253144 0.0406146 -1.10518 -0.32287 -0.608933 0.155599 -0.754862 0.232161 0.447796 -0.814513 -0.844271 1.55841 -0.303462 -0.76225 0.331403 -0.362813 0.964697 0.69837 0.549093 0.651917 -0.332156 0.58737 -0.720273 0.148888 0.433051 -0.200648 0.619433 0.203528 -0.361565 0.538293 0.0872864 -0.199677 0.649066 -0.344681 0.129898 
-0.254287 0.152063 0.035478 -1.1092 -0.439068 -0.541142 0.0867629 -0.777271 0.411301 0.621801 -0.798236 -0.806846 1.61823 -0.259377 -0.753649 0.277338 -0.247282 0.958682 0.548786 0.534403 0.690502 -0.396162 0.53358 -0.868953 0.223748 0.47898 -0.260364 0.685311 0.0608979 -0.334506 0.53058 0.203874 -0.110358 0.592611 -0.290159 0.123911 
-0.118283 0.114696 0.204937 -1.10759 -0.338995 -0.559033 -0.0406255 -0.663603 0.455652 0.757864 -0.878777 -0.723834 1.49915 -0.259468 -0.756681 0.336096 -0.21231 1.02006 0.556901 0.511323 0.596584 -0.340362 0.525748 -0.764283 0.236929 0.453887 -0.210955 0.697595 0.121681 -0.265974 0.465328 0.173401 -0.204384 0.563062 -0.248968 0.0173332 
-0.123232 0.0214747 0.373822 -1.06067 -0.163438 -0.487128 -0.0406398 -0.760775 0.420528 0.938742 -0.763961 -0.824641 1.50516 -0.150368 -0.652271 0.257787 -0.177563 1.02804 0.559635 0.557558 0.352587 -0.180661 0.371654 -0.630368 0.0960869 0.390627 -0.157945 0.610677 0.119838 -0.171014 0.379793 0.238524 -0.189755 0.676252 -0.237595 0.0935714 
-0.124473 0.115096 0.404627 -1.17816 -0.0773388 -0.464086 -0.011776 -0.731437 0.465085 0.897326 -0.800466 -0.698422 1.39004 -0.0716505 -0.696722 0.244755 -0.12497 1.00501 0.505617 0.46123 0.22146 -0.0988796 0.305589 -0.648969 0.238379 0.401821 -0.196422 0.375816 0.065462 -0.349537 0.317553 0.132231 -0.10796 0.622321 -0.235544 0.106431 
-0.0561981 0.18105 0.226214 -1.13352 -0.127672 -0.517538 0.0376455 -0.717423 0.258558 0.928402 -0.805307 -0.794977 1.41338 -0.0931559 -0.77193 0.236826 -0.236901 0.839226 0.587695 0.335482 0.237309 -0.0311698 0.318871 -0.815014 0.157869 0.403035 -0.21518 0.298407 -0.0587923 -0.330936 0.463728 0.14297 -0.0938063 0.609411 -0.239838 0.0922814 
-0.175421 0.22988 0.315729 -1.05055 -0.224929 -0.411594 0.0904529 -0.704686 0.168999 0.838214 -0.703334 -0.86236 1.29295 -0.0833833 -0.792693 0.151806 -0.315961 0.796609 0.561084 0.467779 0.329659 -0.0189564 0.386659 -0.773877 0.116163 0.580364 -0.261989 0.409528 -0.139469 -0.368547 0.572944 0.154152 -0.0116753 0.569947 -0.13265 0.195412 
-0.114334 0.101031 0.395042 -1.1069 -0.236655 -0.432881 0.224064 -0.475766 0.173818 0.840168 -0.735606 -0.911172 1.13619 -0.0226131 -0.763333 0.162751 -0.328444 0.773893 0.640818 0.512197 0.386073 -0.122215 0.392042 -0.778394 0.130503 0.526131 -0.198648 0.379943 -0.196672 -0.318558 0.597018 0.27247 -0.0101272 0.531285 -0.0693823 0.178178 
-0.142673 0.0954248 0.313808 -1.04056 -0.173089 -0.499644 0.13573 -0.417073 0.0959985 0.805359 -0.682153 -0.922794 1.06824 0.0205601 -0.89644 0.1171 -0.438155 0.775303 0.694733 0.439716 0.367678 -0.0196199 0.308897 -0.731613 0.111383 0.592693 -0.325904 0.421938 -0.0846674 -0.454687 0.627905 0.330834 -0.0532968 0.545026 0.00313196 0.245153 
-0.121081 0.115786 0.246765 -0.919727 -0.176053 -0.427002 0.0105108 -0.351088 0.147982 0.89751 -0.654879 -0.898874 0.881075 0.0971069 -0.873998 0.0664768 -0.435058 0.858099 0.688449 0.535077 0.453787 -0.0117525 0.301624 -0.747047 0.0475234 0.57383 -0.299192 0.417841 -0.102689 -0.591357 0.721181 0.337989 0.0409455 0.375074 0.142934 0.209289 
-0.237275 0.119546 0.182014 -0.946403 -0.297676 -0.510341 0.115845 -0.295148 0.285389 0.849101 -0.664336 -0.898655 0.935819 -0.00968109 -0.96922 0.182595 -0.209706 0.840583 0.740235 0.578253 0.622576 -0.0190915 0.306048 -0.636725 -0.0265793 0.649967 -0.217256 0.38731 -0.115158 -0.535628 0.715273 0.449264 0.0826512 0.381298 0.191404 0.0823387 
-0.19902 0.103709 0.15888 -0.86117 -0.149166 -0.579597 0.140021 -0.314169 0.499583 0.946228 -0.729545 -0.815938 0.825364 -0.0194084 -0.899929 0.256313 -0.0761201 0.83203 0.794841 0.67469 0.714206 -0.0159482 0.185571 -0.526577 -0.0775004 0.793891 -0.350613 0.413364 -0.282109 -0.540443 0.708337 0.404957 0.12298 0.325297 0.0773463 -0.0369593 
-0.106588 0.153407 0.0596886 -0.867674 -0.119609 -0.562303 0.154052 -0.282591 0.540051 0.846818 -0.707785 -0.924752 0.78627 -0.124124 -0.871413 0.281401 -0.018747 0.815095 0.662397 0.632921 0.596304 -0.00272553 0.102965 -0.538428 -0.0316373 0.853834 -0.363619 0.381935 -0.385365 -0.539983 0.804348 0.395317 0.283358 0.346181 0.0179929 0.0141523 
-0.0996989 0.141698 -0.0281576 -0.820123 -0.0779769 -0.734154 0.0875108 -0.231413 0.556198 0.869192 -0.79008 -0.970519 0.661325 -0.202562 -0.814778 0.211969 0.0989728 0.833455 0.575612 0.580927 0.61171 -0.138803 0.0570328 -0.442447 -0.024485 0.870162 -0.405878 0.438347 -0.45247 -0.610587 0.790664 0.222544 0.164248 0.429408 0.054153 -0.0705581 
-0.14564 0.164508 0.16317 -0.925308 -0.12105 -0.743186 -0.0691473 -0.264329 0.516235 0.924899 -0.764087 -1.05952 0.748455 -0.209114 -0.968357 0.0828511 0.0869663 0.84962 0.501991 0.608801 0.721819 -0.149717 -0.0300931 -0.45053 0.0739764 1.0166 -0.305415 0.541014 -0.442568 -0.471246 0.913874 0.162451 0.161407 0.451555 0.103393 -0.0619733 
-0.20798 0.0272778 -0.0361239 -0.941358 -0.101656 -0.723052 0.018884 -0.270592 0.535948 0.936655 -0.569384 -1.00171 0.588886 -0.120748 -0.947414 -0.0653744 -0.000233102 0.883065 0.502544 0.495209 0.609464 -0.234445 -0.250284 -0.366528 0.194581 1.01042 -0.419423 0.425193 -0.432627 -0.354006 0.957068 0.13235 0.152532 0.567515 0.240685 0.109393 
-0.198981 -0.00119995 -0.104076 -1.0585 -0.0793797 -0.86231 -0.0875437 -0.343955 0.584623 0.834404 -0.551425 -0.969441 0.623453 -0.195698 -0.971386 -0.112549 -0.0095423 0.875139 0.404128 0.262603 0.578515 -0.134957 -0.211193 -0.333595 0.207321 0.976327 -0.35501 0.305061 -0.449854 -0.357744 0.895242 0.151966 0.0422677 0.640223 0.177394 0.100284 
