6 6
1.66667
16 32
1 0.172657
1 0.5
1.5
0.5 1 1 1
-1.2 0
-0.439896 0.253868 0.911186 -0.672264 0.0612435 -0.478205 0.268391 -0.324887 0.86189 -0.0821841 -1.02336 -0.985231 0.974375 -1.60925 -1.63294 -0.0383783 -0.530288 -0.0396954 0.85936 0.173441 0.295778 -0.834501 0.139204 -0.539772 0.0598705 0.00439023 0.646168 -0.481407 -0.549736 -0.135558 0.291586 -0.39281 -0.561134 0.648864 -0.95735 0.667319 
-0.317059 0.171548 0.850233 -0.694759 -0.0850484 -0.457742 0.216683 -0.393397 0.955101 0.0709169 -1.09922 -0.976433 1.04114 -1.51166 -1.65843 -0.0472836 -0.411537 -0.0445506 0.750246 0.118425 0.403067 -0.888594 0.0890755 -0.648551 0.0575541 0.0157148 0.561429 -0.456305 -0.548081 -0.113424 0.280064 -0.235221 -0.444225 0.598368 -0.953636 0.634952 
-0.28401 0.114101 1.0359 -0.709569 -0.0998182 -0.510333 0.0595711 -0.284651 1.0037 0.243111 -1.16901 -0.947802 0.957903 -1.44584 -1.65787 -0.0970534 -0.346308 0.0723895 0.781129 0.0185954 0.259131 -0.86957 0.0884527 -0.507011 -0.0103168 -0.0794393 0.485681 -0.355342 -0.593586 -0.113375 0.268085 -0.228652 -0.504781 0.496568 -0.876878 0.495074 
-0.254374 0.0135266 1.16611 -0.648263 0.0957362 -0.430461 0.0232713 -0.263113 0.972791 0.333232 -1.01175 -1.10994 0.910942 -1.40522 -1.5874 -0.222509 -0.313405 0.0920608 0.744846 0.0146374 0.0869746 -0.754595 -0.0475114 -0.416438 -0.131594 -0.11341 0.567606 -0.448195 -0.555944 -0.0816528 0.198699 -0.152772 -0.482824 0.590372 -0.884613 0.564454 
-0.312388 0.0925522 1.2068 -0.677226 0.0909401 -0.414303 -0.0135099 -0.160884 1.07808 0.255737 -1.04181 -0.998451 0.799436 -1.36007 -1.57946 -0.314993 -0.392868 0.0318314 0.666809 -0.00585533 0.0177672 -0.756968 -0.0643809 -0.470453 -0.0958919 0.01711 0.608378 -0.558695 -0.527731 -0.251927 0.117891 -0.270981 -0.48062 0.537783 -0.912462 0.539614 
-0.240507 0.146975 1.02096 -0.666996 0.0322495 -0.422632 -0.0306688 -0.132585 0.963073 0.353779 -1.0638 -1.05462 0.817612 -1.32843 -1.5745 -0.224441 -0.570715 -0.128164 0.771789 -0.181216 -0.0207736 -0.640483 0.0427116 -0.599841 -0.141217 0.00856739 0.587588 -0.6659 -0.570643 -0.232413 0.29564 -0.270754 -0.495515 0.494406 -0.950245 0.622479 
-0.345796 0.230056 1.15423 -0.615501 -0.0545759 -0.287618 -0.0732867 -0.284883 0.903645 0.326827 -0.987224 -1.01508 0.674766 -1.2939 -1.68597 -0.273932 -0.655227 -0.158043 0.682636 -0.10728 -0.0921831 -0.624604 0.172457 -0.557646 -0.15746 0.138568 0.406029 -0.561107 -0.68452 -0.231022 0.450891 -0.229925 -0.432602 0.389882 -0.840061 0.683195 
-0.240707 0.0352286 1.1932 -0.635851 -0.0126365 -0.332078 -0.0167552 -0.127316 0.770285 0.356142 -1.02852 -1.11046 0.595758 -1.24606 -1.66608 -0.236592 -0.706571 -0.179344 0.737024 -0.0661732 0.0190036 -0.758329 0.159233 -0.588985 -0.207303 0.0775046 0.582263 -0.572951 -0.736555 -0.160094 0.455887 -0.098624 -0.411943 0.353998 -0.766397 0.685284 
-0.250612 0.0595135 1.11607 -0.536553 0.0139097 -0.38058 -0.0773792 -0.0971349 0.692599 0.299839 -1.03787 -1.08317 0.626177 -1.19977 -1.84147 -0.266344 -0.831604 -0.22566 0.686806 -0.127094 0.0471457 -0.666288 0.0856901 -0.585119 -0.274546 -0.0411774 0.525746 -0.552505 -0.777418 -0.272279 0.415745 -0.0123028 -0.426903 0.38217 -0.695516 0.604274 
-0.280221 0.0861723 1.08078 -0.518476 -0.104498 -0.308091 -0.0911247 0.000543105 0.623717 0.388267 -1.09155 -1.07029 0.47924 -1.10435 -1.85299 -0.319246 -0.818445 -0.230221 0.701317 -0.0153055 -0.0886773 -0.668859 0.0907801 -0.625019 -0.304301 -0.0766792 0.549898 -0.568511 -0.749866 -0.337124 0.459032 0.167053 -0.332313 0.275676 -0.727113 0.612524 
-0.201587 0.09861 0.997829 -0.470161 -0.1866 -0.356422 -0.0360182 0.161602 0.744238 0.441965 -1.14981 -1.0487 0.505301 -1.24897 -1.94702 -0.22096 -0.6955 -0.165297 0.697776 -0.0143519 0.0700083 -0.702154 0.116643 -0.483161 -0.349522 -0.0341854 0.639202 -0.559269 -0.767863 -0.264259 0.440424 0.218396 -0.332871 0.342216 -0.732517 0.558711 
-0.142184 0.0285094 0.945418 -0.471807 -0.0941898 -0.373447 -0.0293026 0.182734 0.937163 0.532269 -1.29316 -0.991001 0.41107 -1.28353 -1.87731 -0.170704 -0.674441 -0.169748 0.659582 0.0989291 0.102891 -0.644506 0.0114737 -0.345154 -0.370327 0.0848729 0.555271 -0.542873 -0.837372 -0.235009 0.447839 0.259691 -0.32049 0.280823 -0.805962 0.28592 
