5.68964e-05 2.00099e-05 1.31338e-05 1.17291e-05 1.15776e-05 1.45723e-05 2.39091e-05 3.96633e-05 5.6496e-05 6.5381e-05 7.68553e-05 9.26799e-05 0.000116545 0.000140803 0.000168668 0.000199967 0.000209125 0.000205247 0.000186514 0.000157096 0.000139338 0.000133839 0.000160171 0.000184646 0.000204052 0.000212736 0.000221208 0.000274811 0.000361649 0.000476278 
0.00199263 0.00140385 0.00117242 0.00103377 0.000931606 0.000845853 0.000812564 0.000882756 0.000907515 0.000837962 0.000753082 0.000679039 0.000645685 0.00062848 0.000613489 0.000574669 0.000497266 0.000417476 0.000360589 0.000303328 0.000252794 0.000219498 0.000217902 0.000224654 0.000221434 0.000199891 0.000167811 0.000141526 0.000133361 0.000112612 
0.00217653 0.00136153 0.00105118 0.000872274 0.000686769 0.000554224 0.00050195 0.00050634 0.000488422 0.000380256 0.000289526 0.000225049 0.000193144 0.000173044 0.000154311 0.000134639 0.000105991 8.61423e-05 7.02298e-05 5.82685e-05 4.62784e-05 3.81349e-05 3.04309e-05 2.86389e-05 2.4089e-05 1.8666e-05 1.58271e-05 1.93846e-05 2.5337e-05 3.71585e-05 
0.00201015 0.000725702 0.00038429 0.000216308 0.000129909 8.52597e-05 6.7756e-05 7.59044e-05 9.19048e-05 0.000110287 0.000118769 0.000141997 0.000181979 0.000242622 0.000336352 0.000414342 0.000451031 0.000454268 0.000460705 0.000476384 0.000488246 0.000462713 0.000364285 0.000328945 0.000309869 0.000318014 0.000344269 0.000358969 0.000340921 0.000465988 
5.93622e-05 0.000182515 0.000465452 0.000713566 0.000745414 0.000838835 0.000902818 0.00104059 0.00123428 0.00121719 0.00116088 0.00123057 0.00129265 0.00159316 0.00200771 0.00244015 0.00227694 0.00186642 0.0015943 0.00134913 0.000940966 0.000719479 0.000659642 0.000654867 0.000622223 0.000583473 0.000611996 0.000811698 0.00115559 0.00141937 
3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 
3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 
3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 
3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 
3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 
3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 
3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 3.24396e+09 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
