0.621705 -0.456899 0.636181 
-0.6369 0.457187 -0.620756 
0.624425 -0.460768 0.630703 
-0.632133 0.460876 -0.622897 
0.625329 -0.464265 0.627234 
-0.634126 0.452377 -0.627088 
0.622761 -0.456773 0.635237 
-0.632399 0.461817 -0.62193 
0.621106 -0.465352 0.630615 
-0.625637 0.459662 -0.630309 
0.632015 -0.463687 0.620928 
-0.625281 0.457386 -0.632315 
0.633559 -0.454129 0.626395 
-0.624117 0.466245 -0.626972 
0.633504 -0.457781 0.623786 
-0.62191 0.458242 -0.635014 
0.631316 -0.460544 0.623971 
-0.628948 0.457836 -0.62834 
0.629375 -0.464285 0.623159 
-0.623197 0.459826 -0.632603 
0.633058 -0.457337 0.624565 
-0.628123 0.462512 -0.625735 
0.624289 -0.463954 0.628498 
-0.631126 0.459783 -0.624724 
0.625476 -0.465012 0.626533 
-0.62769 0.462375 -0.62627 
0.629369 -0.453773 0.630861 
-0.621649 0.459451 -0.634395 
0.633443 -0.460447 0.621883 
-0.626313 0.456271 -0.632099 
0.627876 -0.463921 0.624939 
-0.631765 0.456775 -0.626283 
0.620076 -0.466456 0.630813 
-0.629676 0.456853 -0.628326 
0.632591 -0.455161 0.626624 
-0.633731 0.458887 -0.622742 
0.624572 -0.459195 0.631704 
-0.626952 0.458902 -0.629555 
0.6288 -0.460739 0.626363 
-0.632036 0.458128 -0.625019 
0.622227 -0.460984 0.632714 
-0.632055 0.452926 -0.62878 
0.629564 -0.460738 0.625595 
-0.629187 0.458865 -0.627349 
0.626924 -0.460774 0.628214 
-0.621158 0.45851 -0.635556 
0.632761 -0.458386 0.624096 
-0.627067 0.464702 -0.625171 
0.623111 -0.461833 0.631224 
-0.62898 0.45896 -0.627488 
0.624275 -0.462535 0.629558 
-0.634075 0.458689 -0.622538 
0.62473 -0.464485 0.627667 
-0.630405 0.455986 -0.628225 
0.631153 -0.463866 0.62167 
-0.626396 0.45693 -0.63154 
0.628016 -0.465688 0.623483 
-0.625981 0.461262 -0.628797 
0.632279 -0.460808 0.6228 
-0.630109 0.459503 -0.625954 
0.620804 -0.462509 0.632999 
-0.627815 0.45929 -0.628412 
0.62893 -0.457866 0.628336 
-0.624409 0.461491 -0.63019 
0.641205 -0.455938 0.617233 
-0.622304 0.456762 -0.635693 
0.632236 -0.45461 0.627381 
-0.624249 0.460704 -0.630924 
0.630108 -0.467168 0.620257 
-0.628073 0.46327 -0.625224 
0.624221 -0.459496 0.631832 
-0.626796 0.451274 -0.635199 
0.624864 -0.460729 0.630297 
-0.628833 0.457567 -0.62865 
0.626011 -0.460398 0.6294 
-0.621205 0.456749 -0.636777 
0.635821 -0.456055 0.622692 
-0.621417 0.456839 -0.636506 
0.636391 -0.464638 0.615726 
-0.625376 0.459204 -0.630901 
0.624931 -0.462852 0.628672 
-0.627668 0.458749 -0.628954 
0.623975 -0.464569 0.628355 
-0.625717 0.460882 -0.629337 
0.630015 -0.465729 0.621432 
-0.629237 0.460596 -0.626029 
0.624022 -0.469198 0.624859 
-0.635542 0.45097 -0.626668 
0.621894 -0.465615 0.629643 
-0.632369 0.459369 -0.623771 
0.629787 -0.462253 0.624252 
-0.625131 0.456142 -0.633361 
0.630169 -0.458608 0.626551 
-0.629356 0.465218 -0.622481 
0.630478 -0.464155 0.62214 
-0.627542 0.458571 -0.629209 
0.629226 -0.457841 0.628058 
-0.622242 0.464495 -0.630127 
0.632776 -0.45644 0.625505 
-0.63037 0.45587 -0.628344 
0.629614 -0.455395 0.629445 
-0.627165 0.458192 -0.629861 
0.635742 -0.460523 0.619476 
-0.626621 0.454609 -0.632991 
0.627816 -0.457231 0.62991 
-0.632119 0.456324 -0.626254 
0.631358 -0.455593 0.627552 
-0.619011 0.460015 -0.636562 
0.631839 -0.455415 0.627197 
-0.628262 0.456266 -0.630165 
0.630314 -0.451569 0.631498 
-0.622682 0.466786 -0.627995 
0.627325 -0.462656 0.626428 
-0.622921 0.457759 -0.63437 
0.633208 -0.453573 0.627152 
-0.626374 0.464008 -0.626381 
0.623894 -0.458497 0.632879 
-0.630153 0.458865 -0.626379 
0.630735 -0.462188 0.623342 
-0.623966 0.457884 -0.633252 
0.625507 -0.452557 0.635558 
-0.627708 0.453729 -0.632545 
0.627887 -0.460464 0.62748 
-0.634757 0.455618 -0.624096 
0.623429 -0.465697 0.628063 
-0.626195 0.458723 -0.630439 
0.624499 -0.456382 0.633811 
-0.631148 0.458112 -0.625928 
0.626569 -0.463365 0.62666 
-0.626057 0.464605 -0.626255 
0.628139 -0.462446 0.625767 
-0.628534 0.464327 -0.623976 
0.626617 -0.46242 0.627311 
-0.622672 0.464733 -0.629526 
